"id","x1_i","x2_i","group_i","g5_i","g6_i","g7_i","g8_i","time","tau_it","tau_t","z_it","z5_it","z6_it","z7_it","z8_it","y0_it","y_it"
16,TRUE,TRUE,5,TRUE,FALSE,FALSE,FALSE,1,0.33161927815357,0.925653030909598,0,0,0,0,0,5.50256156978525,5.50256156978525
17,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.0231607603980355,0.925653030909598,0,0,0,0,0,5.48039072469607,5.48039072469607
18,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.0694511460768805,0.925653030909598,0,0,0,0,0,5.27509678547949,5.27509678547949
19,TRUE,TRUE,8,FALSE,FALSE,FALSE,TRUE,1,-0.119105060813403,0.925653030909598,0,0,0,0,0,5.36713120197178,5.36713120197178
20,TRUE,TRUE,5,TRUE,FALSE,FALSE,FALSE,1,0.356411523820157,0.925653030909598,0,0,0,0,0,5.3798472076044,5.3798472076044
21,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.228589909723785,0.925653030909598,0,0,0,0,0,5.36379597376467,5.36379597376467
22,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.66363099267214,5.66363099267214
23,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.0399424124724737,0.925653030909598,0,0,0,0,0,5.51774864012618,5.51774864012618
24,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.161956134263086,0.925653030909598,0,0,0,0,0,5.74343366891584,5.74343366891584
25,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.533792253420732,0.925653030909598,0,0,0,0,0,5.41101497809639,5.41101497809639
26,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.46057862791682,5.46057862791682
27,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.0136070251099068,0.925653030909598,0,0,0,0,0,5.47152070960404,5.47152070960404
28,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.222729746336106,0.925653030909598,0,0,0,0,0,5.68581672663073,5.68581672663073
29,TRUE,FALSE,8,FALSE,FALSE,FALSE,TRUE,1,-0.100247733767713,0.925653030909598,0,0,0,0,0,5.52991920023731,5.52991920023731
30,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.23488167260152,0.925653030909598,0,0,0,0,0,5.40725082261062,5.40725082261062
31,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.0454163101835706,0.925653030909598,0,0,0,0,0,5.3366498255612,5.3366498255612
32,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.00250454023737544,0.925653030909598,0,0,0,0,0,5.46214306747904,5.46214306747904
33,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.027206896661849,0.925653030909598,0,0,0,0,0,5.45296049909176,5.45296049909176
34,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.4931880615023,5.4931880615023
35,TRUE,TRUE,5,TRUE,FALSE,FALSE,FALSE,1,0.392405630105122,0.925653030909598,0,0,0,0,0,5.70257641887535,5.70257641887535
36,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.323277176162029,0.925653030909598,0,0,0,0,0,5.56183092373856,5.56183092373856
37,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.464416779167885,0.925653030909598,0,0,0,0,0,5.5481623140436,5.5481623140436
38,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.48794777210831,5.48794777210831
39,TRUE,TRUE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.71481113711176,5.71481113711176
40,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.285675748065524,0.925653030909598,0,0,0,0,0,5.43217596638952,5.43217596638952
41,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.036315678578586,0.925653030909598,0,0,0,0,0,5.5379746876623,5.5379746876623
42,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.151451775903762,0.925653030909598,0,0,0,0,0,5.52484425037758,5.52484425037758
43,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.64084055997139,5.64084055997139
44,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.253426090922736,0.925653030909598,0,0,0,0,0,5.37381274035319,5.37381274035319
45,TRUE,TRUE,8,FALSE,FALSE,FALSE,TRUE,1,-0.130886705173177,0.925653030909598,0,0,0,0,0,5.60154642427647,5.60154642427647
46,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.443805837388448,0.925653030909598,0,0,0,0,0,5.61223636252027,5.61223636252027
47,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.57697761338451,5.57697761338451
48,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.423575442041637,0.925653030909598,0,0,0,0,0,5.37338909333073,5.37338909333073
49,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.55450847348014,5.55450847348014
50,TRUE,TRUE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.60552820025685,5.60552820025685
51,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.393130810754559,0.925653030909598,0,0,0,0,0,5.40920183045568,5.40920183045568
52,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.47922963368895,5.47922963368895
53,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.0203627402192481,0.925653030909598,0,0,0,0,0,5.46566666748063,5.46566666748063
54,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.0345673768971779,0.925653030909598,0,0,0,0,0,5.65602626284907,5.65602626284907
55,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.68692105991474,5.68692105991474
56,TRUE,FALSE,6,FALSE,TRUE,FALSE,FALSE,1,-0.112707231665239,0.925653030909598,0,0,0,0,0,5.21732506193909,5.21732506193909
57,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.293034838489001,0.925653030909598,0,0,0,0,0,5.56219263796267,5.56219263796267
58,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.169793272156855,0.925653030909598,0,0,0,0,0,5.61643812170802,5.61643812170802
59,TRUE,TRUE,7,FALSE,FALSE,TRUE,FALSE,1,-0.359869232908507,0.925653030909598,0,0,0,0,0,5.41131918487969,5.41131918487969
60,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.137278194814373,0.925653030909598,0,0,0,0,0,5.53758988430021,5.53758988430021
61,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.333969101125043,0.925653030909598,0,0,0,0,0,5.15337904235002,5.15337904235002
62,TRUE,TRUE,6,FALSE,TRUE,FALSE,FALSE,1,-0.0765845617212282,0.925653030909598,0,0,0,0,0,5.47017631547091,5.47017631547091
63,TRUE,TRUE,5,TRUE,FALSE,FALSE,FALSE,1,0.0213751991380463,0.925653030909598,0,0,0,0,0,5.45573539272121,5.45573539272121
64,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.47191919931829,5.47191919931829
65,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.0848555821161124,0.925653030909598,0,0,0,0,0,5.61730951624028,5.61730951624028
66,TRUE,FALSE,6,FALSE,TRUE,FALSE,FALSE,1,-0.346710890706998,0.925653030909598,0,0,0,0,0,5.50426236664491,5.50426236664491
67,TRUE,TRUE,5,TRUE,FALSE,FALSE,FALSE,1,0.125681349291365,0.925653030909598,0,0,0,0,0,5.77310557225778,5.77310557225778
68,TRUE,FALSE,6,FALSE,TRUE,FALSE,FALSE,1,-0.460786970048541,0.925653030909598,0,0,0,0,0,5.32427227167456,5.32427227167456
69,TRUE,TRUE,8,FALSE,FALSE,FALSE,TRUE,1,-0.0596667971766724,0.925653030909598,0,0,0,0,0,5.55844193362717,5.55844193362717
70,TRUE,TRUE,5,TRUE,FALSE,FALSE,FALSE,1,0.235992266240431,0.925653030909598,0,0,0,0,0,5.20759873997581,5.20759873997581
71,TRUE,FALSE,8,FALSE,FALSE,FALSE,TRUE,1,-0.32359837225365,0.925653030909598,0,0,0,0,0,5.45833631378555,5.45833631378555
72,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.36273021555006,5.36273021555006
73,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.0130113611723816,0.925653030909598,0,0,0,0,0,5.45922382365322,5.45922382365322
74,TRUE,TRUE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.35856961726379,5.35856961726379
75,TRUE,TRUE,8,FALSE,FALSE,FALSE,TRUE,1,-0.0293601480456093,0.925653030909598,0,0,0,0,0,5.70031274004436,5.70031274004436
76,TRUE,TRUE,5,TRUE,FALSE,FALSE,FALSE,1,0.389252664680325,0.925653030909598,0,0,0,0,0,5.45973934901243,5.45973934901243
77,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.42821412314407,5.42821412314407
78,TRUE,TRUE,6,FALSE,TRUE,FALSE,FALSE,1,-0.633529724155374,0.925653030909598,0,0,0,0,0,5.5622856862662,5.5622856862662
79,TRUE,TRUE,6,FALSE,TRUE,FALSE,FALSE,1,-0.406535462912549,0.925653030909598,0,0,0,0,0,5.55032078716946,5.55032078716946
80,TRUE,TRUE,5,TRUE,FALSE,FALSE,FALSE,1,0.354652511927413,0.925653030909598,0,0,0,0,0,5.56308747725597,5.56308747725597
81,TRUE,TRUE,7,FALSE,FALSE,TRUE,FALSE,1,-0.0942690926402541,0.925653030909598,0,0,0,0,0,5.57262277006495,5.57262277006495
82,TRUE,FALSE,6,FALSE,TRUE,FALSE,FALSE,1,-1.00805678918235,0.925653030909598,0,0,0,0,0,5.52027550388237,5.52027550388237
83,TRUE,FALSE,6,FALSE,TRUE,FALSE,FALSE,1,-0.513358132383166,0.925653030909598,0,0,0,0,0,5.28655528056385,5.28655528056385
84,TRUE,TRUE,5,TRUE,FALSE,FALSE,FALSE,1,0.098793129484802,0.925653030909598,0,0,0,0,0,5.74701936733678,5.74701936733678
85,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.184647692332453,0.925653030909598,0,0,0,0,0,5.4286917444989,5.4286917444989
86,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.59061069409099,5.59061069409099
87,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.0750756615264692,0.925653030909598,0,0,0,0,0,5.31539627191745,5.31539627191745
88,TRUE,TRUE,6,FALSE,TRUE,FALSE,FALSE,1,-0.0249818451787823,0.925653030909598,0,0,0,0,0,5.5757636221354,5.5757636221354
89,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.5830182845468,5.5830182845468
90,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.5356661317246,5.5356661317246
91,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.38078214710778,5.38078214710778
92,TRUE,FALSE,8,FALSE,FALSE,FALSE,TRUE,1,-0.128926335343842,0.925653030909598,0,0,0,0,0,5.31121288714199,5.31121288714199
93,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.72406891212682,5.72406891212682
94,TRUE,TRUE,5,TRUE,FALSE,FALSE,FALSE,1,0.0397951448131745,0.925653030909598,0,0,0,0,0,5.4166373580183,5.4166373580183
95,TRUE,FALSE,6,FALSE,TRUE,FALSE,FALSE,1,-0.0924051351185544,0.925653030909598,0,0,0,0,0,5.27979215073935,5.27979215073935
96,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.0256628973085777,0.925653030909598,0,0,0,0,0,5.32967649823574,5.32967649823574
97,TRUE,TRUE,7,FALSE,FALSE,TRUE,FALSE,1,-0.726634633502995,0.925653030909598,0,0,0,0,0,5.69197217481606,5.69197217481606
98,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.43245145560587,5.43245145560587
99,TRUE,FALSE,6,FALSE,TRUE,FALSE,FALSE,1,-0.245846267449279,0.925653030909598,0,0,0,0,0,5.64963636576122,5.64963636576122
100,TRUE,TRUE,6,FALSE,TRUE,FALSE,FALSE,1,-0.328196821642264,0.925653030909598,0,0,0,0,0,5.55672855833647,5.55672855833647
101,TRUE,FALSE,6,FALSE,TRUE,FALSE,FALSE,1,-0.389260679553986,0.925653030909598,0,0,0,0,0,5.60252614373676,5.60252614373676
102,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.51123412273036,5.51123412273036
103,TRUE,FALSE,6,FALSE,TRUE,FALSE,FALSE,1,-1.24407356165063,0.925653030909598,0,0,0,0,0,5.6653679979751,5.6653679979751
104,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.355838759765381,0.925653030909598,0,0,0,0,0,5.47236279444769,5.47236279444769
105,TRUE,TRUE,5,TRUE,FALSE,FALSE,FALSE,1,0.126489935257933,0.925653030909598,0,0,0,0,0,5.59678483227791,5.59678483227791
106,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.79757000722971,5.79757000722971
107,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.60918894909833,5.60918894909833
108,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.0491538060458386,0.925653030909598,0,0,0,0,0,5.32502560713052,5.32502560713052
109,TRUE,TRUE,8,FALSE,FALSE,FALSE,TRUE,1,-0.0724647043127366,0.925653030909598,0,0,0,0,0,5.4155287520837,5.4155287520837
110,TRUE,TRUE,7,FALSE,FALSE,TRUE,FALSE,1,-0.277801995527468,0.925653030909598,0,0,0,0,0,5.2708763274283,5.2708763274283
111,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.0155561523647784,0.925653030909598,0,0,0,0,0,5.61838169473814,5.61838169473814
112,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.401380763263464,0.925653030909598,0,0,0,0,0,5.59027592946,5.59027592946
113,TRUE,TRUE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.73100890060687,5.73100890060687
114,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.43633544677576,5.43633544677576
115,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.210462548846056,0.925653030909598,0,0,0,0,0,5.51795582526166,5.51795582526166
116,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.0422953030637223,0.925653030909598,0,0,0,0,0,5.60099071470553,5.60099071470553
117,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.41184593231659,5.41184593231659
118,TRUE,TRUE,8,FALSE,FALSE,FALSE,TRUE,1,-0.0344799718361676,0.925653030909598,0,0,0,0,0,5.56478775630293,5.56478775630293
119,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.033698194428714,0.925653030909598,0,0,0,0,0,5.41400654708394,5.41400654708394
120,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.49460064663952,5.49460064663952
121,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.0387471819628774,0.925653030909598,0,0,0,0,0,5.57240946344119,5.57240946344119
122,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.0268979378382578,0.925653030909598,0,0,0,0,0,5.2841022394829,5.2841022394829
123,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.46927828558396,5.46927828558396
124,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.1945741067072,0.925653030909598,0,0,0,0,0,5.53627256967824,5.53627256967824
125,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.4848387831846,5.4848387831846
126,TRUE,FALSE,8,FALSE,FALSE,FALSE,TRUE,1,-0.101723742401157,0.925653030909598,0,0,0,0,0,5.38723519362647,5.38723519362647
127,TRUE,TRUE,5,TRUE,FALSE,FALSE,FALSE,1,0.00822927477448926,0.925653030909598,0,0,0,0,0,5.48433326036142,5.48433326036142
128,TRUE,TRUE,5,TRUE,FALSE,FALSE,FALSE,1,0.21436076688895,0.925653030909598,0,0,0,0,0,5.54157870930267,5.54157870930267
129,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.182440179427389,0.925653030909598,0,0,0,0,0,5.60364632216632,5.60364632216632
130,TRUE,TRUE,7,FALSE,FALSE,TRUE,FALSE,1,-0.637973576155015,0.925653030909598,0,0,0,0,0,5.55649207801845,5.55649207801845
131,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.0515105239824849,0.925653030909598,0,0,0,0,0,5.53116679214779,5.53116679214779
132,TRUE,TRUE,7,FALSE,FALSE,TRUE,FALSE,1,-0.817172165107593,0.925653030909598,0,0,0,0,0,5.6393792086538,5.6393792086538
133,TRUE,TRUE,5,TRUE,FALSE,FALSE,FALSE,1,0.0683308809826013,0.925653030909598,0,0,0,0,0,5.46681443053613,5.46681443053613
134,TRUE,TRUE,8,FALSE,FALSE,FALSE,TRUE,1,-0.0159413086323116,0.925653030909598,0,0,0,0,0,5.71808992730575,5.71808992730575
135,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.460830486310362,0.925653030909598,0,0,0,0,0,5.47388058525854,5.47388058525854
136,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.0779418795495206,0.925653030909598,0,0,0,0,0,5.77965945813655,5.77965945813655
137,TRUE,TRUE,5,TRUE,FALSE,FALSE,FALSE,1,0.182136849305333,0.925653030909598,0,0,0,0,0,5.50559902700473,5.50559902700473
138,TRUE,TRUE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.37980979048366,5.37980979048366
139,TRUE,FALSE,6,FALSE,TRUE,FALSE,FALSE,1,-0.185604433628615,0.925653030909598,0,0,0,0,0,5.60151494837401,5.60151494837401
140,TRUE,TRUE,6,FALSE,TRUE,FALSE,FALSE,1,-0.497083597669067,0.925653030909598,0,0,0,0,0,5.490773605763,5.490773605763
141,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.27818020032508,5.27818020032508
142,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.251067558573717,0.925653030909598,0,0,0,0,0,5.36110624377144,5.36110624377144
143,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.589441579851016,0.925653030909598,0,0,0,0,0,5.66944611897768,5.66944611897768
144,TRUE,TRUE,5,TRUE,FALSE,FALSE,FALSE,1,0.144077289918366,0.925653030909598,0,0,0,0,0,5.51955010561669,5.51955010561669
145,TRUE,FALSE,6,FALSE,TRUE,FALSE,FALSE,1,-0.520712050333104,0.925653030909598,0,0,0,0,0,5.6926623365574,5.6926623365574
146,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.120600093997663,0.925653030909598,0,0,0,0,0,5.62418803994503,5.62418803994503
147,TRUE,FALSE,6,FALSE,TRUE,FALSE,FALSE,1,-0.831082442811679,0.925653030909598,0,0,0,0,0,5.251079169415,5.251079169415
148,TRUE,TRUE,5,TRUE,FALSE,FALSE,FALSE,1,0.189227263874345,0.925653030909598,0,0,0,0,0,5.50377463113568,5.50377463113568
149,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.36227060080695,5.36227060080695
150,TRUE,FALSE,6,FALSE,TRUE,FALSE,FALSE,1,-0.181549318348738,0.925653030909598,0,0,0,0,0,5.68722485815908,5.68722485815908
151,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.0185812797023234,0.925653030909598,0,0,0,0,0,5.40048887364396,5.40048887364396
152,TRUE,FALSE,6,FALSE,TRUE,FALSE,FALSE,1,-0.826932765869655,0.925653030909598,0,0,0,0,0,5.50776867075701,5.50776867075701
153,TRUE,TRUE,5,TRUE,FALSE,FALSE,FALSE,1,0.0622688460677598,0.925653030909598,0,0,0,0,0,5.53305032883999,5.53305032883999
154,TRUE,TRUE,5,TRUE,FALSE,FALSE,FALSE,1,0.293474560644337,0.925653030909598,0,0,0,0,0,5.61528599751104,5.61528599751104
155,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.227679533530569,0.925653030909598,0,0,0,0,0,5.68761778201068,5.68761778201068
156,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.0371787440257991,0.925653030909598,0,0,0,0,0,5.64510690301145,5.64510690301145
157,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.60329222562518,5.60329222562518
158,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.38665829116014,5.38665829116014
159,TRUE,FALSE,6,FALSE,TRUE,FALSE,FALSE,1,-0.000926532886967051,0.925653030909598,0,0,0,0,0,5.73507128969577,5.73507128969577
160,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.165861882616775,0.925653030909598,0,0,0,0,0,5.19658930672532,5.19658930672532
161,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.59137317521702,5.59137317521702
162,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.47407875444123,5.47407875444123
163,TRUE,TRUE,6,FALSE,TRUE,FALSE,FALSE,1,-0.130479728075302,0.925653030909598,0,0,0,0,0,5.35315599393905,5.35315599393905
164,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.555271814646642,0.925653030909598,0,0,0,0,0,5.30260052509406,5.30260052509406
165,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.34966804538454,5.34966804538454
166,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.8351682182714,5.8351682182714
167,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.51426922253119,5.51426922253119
168,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.0392438645889539,0.925653030909598,0,0,0,0,0,5.74204250527042,5.74204250527042
169,TRUE,TRUE,6,FALSE,TRUE,FALSE,FALSE,1,-0.883708200568372,0.925653030909598,0,0,0,0,0,5.51824702922837,5.51824702922837
170,TRUE,TRUE,5,TRUE,FALSE,FALSE,FALSE,1,0.102519405750032,0.925653030909598,0,0,0,0,0,5.50700928761816,5.50700928761816
171,TRUE,TRUE,5,TRUE,FALSE,FALSE,FALSE,1,0.390027195891126,0.925653030909598,0,0,0,0,0,5.14974728961315,5.14974728961315
172,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.0893760352575349,0.925653030909598,0,0,0,0,0,5.48383796605059,5.48383796605059
173,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.61444299535935,5.61444299535935
174,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.45275946972198,5.45275946972198
175,TRUE,TRUE,5,TRUE,FALSE,FALSE,FALSE,1,0.160343959033526,0.925653030909598,0,0,0,0,0,5.54572953171712,5.54572953171712
176,TRUE,TRUE,5,TRUE,FALSE,FALSE,FALSE,1,0.171226624054453,0.925653030909598,0,0,0,0,0,5.4792627664621,5.4792627664621
177,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.60183167740859,5.60183167740859
178,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.76247816093277,5.76247816093277
179,TRUE,FALSE,6,FALSE,TRUE,FALSE,FALSE,1,-0.435501066849674,0.925653030909598,0,0,0,0,0,5.34952326553765,5.34952326553765
180,TRUE,TRUE,7,FALSE,FALSE,TRUE,FALSE,1,-0.0229708706349758,0.925653030909598,0,0,0,0,0,5.34824689595089,5.34824689595089
