"id","x1_i","x2_i","group_i","g5_i","g6_i","g7_i","g8_i","time","tau_it","tau_t","z_it","z5_it","z6_it","z7_it","z8_it","y0_it","y_it","group","groupx"
14,TRUE,TRUE,6,FALSE,TRUE,FALSE,FALSE,1,-0.0854139233514078,0.925653030909598,0,0,0,0,0,5.66929195299299,5.66929195299299,"treat","1,1"
15,TRUE,TRUE,5,TRUE,FALSE,FALSE,FALSE,1,0.245399714716517,0.925653030909598,0,0,0,0,0,5.11121941361423,5.11121941361423,"treat","1,1"
16,TRUE,TRUE,5,TRUE,FALSE,FALSE,FALSE,1,0.33161927815357,0.925653030909598,0,0,0,0,0,5.27256156978525,5.27256156978525,"treat","1,1"
17,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.0231607603980355,0.925653030909598,0,0,0,0,0,5.36039072469607,5.36039072469607,"treat","1,0"
18,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.0694511460768805,0.925653030909598,0,0,0,0,0,5.27509678547949,5.27509678547949,"treat","0,0"
19,TRUE,TRUE,8,FALSE,FALSE,FALSE,TRUE,1,-0.119105060813403,0.925653030909598,0,0,0,0,0,5.13713120197178,5.13713120197178,"treat","1,1"
20,TRUE,TRUE,5,TRUE,FALSE,FALSE,FALSE,1,0.356411523820157,0.925653030909598,0,0,0,0,0,5.1498472076044,5.1498472076044,"treat","1,1"
21,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.228589909723785,0.925653030909598,0,0,0,0,0,5.36379597376467,5.36379597376467,"treat","0,0"
22,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.66363099267214,5.66363099267214,"control","0,0"
23,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.0399424124724737,0.925653030909598,0,0,0,0,0,5.39774864012618,5.39774864012618,"treat","1,0"
24,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.161956134263086,0.925653030909598,0,0,0,0,0,5.74343366891584,5.74343366891584,"treat","0,0"
25,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.533792253420732,0.925653030909598,0,0,0,0,0,5.41101497809639,5.41101497809639,"treat","0,0"
26,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.46057862791682,5.46057862791682,"control","0,0"
27,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.0136070251099068,0.925653030909598,0,0,0,0,0,5.35152070960404,5.35152070960404,"treat","1,0"
28,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.222729746336106,0.925653030909598,0,0,0,0,0,5.68581672663073,5.68581672663073,"treat","0,0"
29,TRUE,FALSE,8,FALSE,FALSE,FALSE,TRUE,1,-0.100247733767713,0.925653030909598,0,0,0,0,0,5.40991920023731,5.40991920023731,"treat","1,0"
30,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.23488167260152,0.925653030909598,0,0,0,0,0,5.28725082261062,5.28725082261062,"treat","1,0"
31,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.0454163101835706,0.925653030909598,0,0,0,0,0,5.2166498255612,5.2166498255612,"treat","1,0"
32,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.00250454023737544,0.925653030909598,0,0,0,0,0,5.46214306747904,5.46214306747904,"treat","0,0"
33,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.027206896661849,0.925653030909598,0,0,0,0,0,5.33296049909176,5.33296049909176,"treat","1,0"
34,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.3731880615023,5.3731880615023,"control","1,0"
35,TRUE,TRUE,5,TRUE,FALSE,FALSE,FALSE,1,0.392405630105122,0.925653030909598,0,0,0,0,0,5.47257641887535,5.47257641887535,"treat","1,1"
36,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.323277176162029,0.925653030909598,0,0,0,0,0,5.44183092373856,5.44183092373856,"treat","1,0"
37,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.464416779167885,0.925653030909598,0,0,0,0,0,5.4281623140436,5.4281623140436,"treat","1,0"
38,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.48794777210831,5.48794777210831,"control","0,0"
39,TRUE,TRUE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.48481113711176,5.48481113711176,"control","1,1"
40,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.285675748065524,0.925653030909598,0,0,0,0,0,5.31217596638952,5.31217596638952,"treat","1,0"
41,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.036315678578586,0.925653030909598,0,0,0,0,0,5.5379746876623,5.5379746876623,"treat","0,0"
42,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.151451775903762,0.925653030909598,0,0,0,0,0,5.40484425037758,5.40484425037758,"treat","1,0"
43,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.52084055997139,5.52084055997139,"control","1,0"
44,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.253426090922736,0.925653030909598,0,0,0,0,0,5.37381274035319,5.37381274035319,"treat","0,0"
45,TRUE,TRUE,8,FALSE,FALSE,FALSE,TRUE,1,-0.130886705173177,0.925653030909598,0,0,0,0,0,5.37154642427647,5.37154642427647,"treat","1,1"
46,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.443805837388448,0.925653030909598,0,0,0,0,0,5.61223636252027,5.61223636252027,"treat","0,0"
47,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.57697761338451,5.57697761338451,"control","0,0"
48,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.423575442041637,0.925653030909598,0,0,0,0,0,5.37338909333073,5.37338909333073,"treat","0,0"
49,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.55450847348014,5.55450847348014,"control","0,0"
50,TRUE,TRUE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.37552820025685,5.37552820025685,"control","1,1"
51,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.393130810754559,0.925653030909598,0,0,0,0,0,5.28920183045568,5.28920183045568,"treat","1,0"
52,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.35922963368895,5.35922963368895,"control","1,0"
53,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.0203627402192481,0.925653030909598,0,0,0,0,0,5.34566666748063,5.34566666748063,"treat","1,0"
54,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.0345673768971779,0.925653030909598,0,0,0,0,0,5.65602626284907,5.65602626284907,"treat","0,0"
55,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.56692105991474,5.56692105991474,"control","1,0"
56,TRUE,FALSE,6,FALSE,TRUE,FALSE,FALSE,1,-0.112707231665239,0.925653030909598,0,0,0,0,0,5.09732506193909,5.09732506193909,"treat","1,0"
57,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.293034838489001,0.925653030909598,0,0,0,0,0,5.44219263796267,5.44219263796267,"treat","1,0"
58,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.169793272156855,0.925653030909598,0,0,0,0,0,5.61643812170802,5.61643812170802,"treat","0,0"
59,TRUE,TRUE,7,FALSE,FALSE,TRUE,FALSE,1,-0.359869232908507,0.925653030909598,0,0,0,0,0,5.18131918487969,5.18131918487969,"treat","1,1"
60,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.137278194814373,0.925653030909598,0,0,0,0,0,5.53758988430021,5.53758988430021,"treat","0,0"
61,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.333969101125043,0.925653030909598,0,0,0,0,0,5.03337904235002,5.03337904235002,"treat","1,0"
62,TRUE,TRUE,6,FALSE,TRUE,FALSE,FALSE,1,-0.0765845617212282,0.925653030909598,0,0,0,0,0,5.24017631547091,5.24017631547091,"treat","1,1"
63,TRUE,TRUE,5,TRUE,FALSE,FALSE,FALSE,1,0.0213751991380463,0.925653030909598,0,0,0,0,0,5.22573539272121,5.22573539272121,"treat","1,1"
64,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.35191919931829,5.35191919931829,"control","1,0"
65,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.0848555821161124,0.925653030909598,0,0,0,0,0,5.61730951624028,5.61730951624028,"treat","0,0"
66,TRUE,FALSE,6,FALSE,TRUE,FALSE,FALSE,1,-0.346710890706998,0.925653030909598,0,0,0,0,0,5.38426236664491,5.38426236664491,"treat","1,0"
67,TRUE,TRUE,5,TRUE,FALSE,FALSE,FALSE,1,0.125681349291365,0.925653030909598,0,0,0,0,0,5.54310557225778,5.54310557225778,"treat","1,1"
68,TRUE,FALSE,6,FALSE,TRUE,FALSE,FALSE,1,-0.460786970048541,0.925653030909598,0,0,0,0,0,5.20427227167456,5.20427227167456,"treat","1,0"
69,TRUE,TRUE,8,FALSE,FALSE,FALSE,TRUE,1,-0.0596667971766724,0.925653030909598,0,0,0,0,0,5.32844193362718,5.32844193362718,"treat","1,1"
70,TRUE,TRUE,5,TRUE,FALSE,FALSE,FALSE,1,0.235992266240431,0.925653030909598,0,0,0,0,0,4.97759873997581,4.97759873997581,"treat","1,1"
71,TRUE,FALSE,8,FALSE,FALSE,FALSE,TRUE,1,-0.32359837225365,0.925653030909598,0,0,0,0,0,5.33833631378555,5.33833631378555,"treat","1,0"
72,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.36273021555006,5.36273021555006,"control","0,0"
73,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.0130113611723816,0.925653030909598,0,0,0,0,0,5.33922382365322,5.33922382365322,"treat","1,0"
74,TRUE,TRUE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.12856961726379,5.12856961726379,"control","1,1"
75,TRUE,TRUE,8,FALSE,FALSE,FALSE,TRUE,1,-0.0293601480456093,0.925653030909598,0,0,0,0,0,5.47031274004437,5.47031274004437,"treat","1,1"
76,TRUE,TRUE,5,TRUE,FALSE,FALSE,FALSE,1,0.389252664680325,0.925653030909598,0,0,0,0,0,5.22973934901243,5.22973934901243,"treat","1,1"
77,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.30821412314407,5.30821412314407,"control","1,0"
78,TRUE,TRUE,6,FALSE,TRUE,FALSE,FALSE,1,-0.633529724155374,0.925653030909598,0,0,0,0,0,5.3322856862662,5.3322856862662,"treat","1,1"
79,TRUE,TRUE,6,FALSE,TRUE,FALSE,FALSE,1,-0.406535462912549,0.925653030909598,0,0,0,0,0,5.32032078716946,5.32032078716946,"treat","1,1"
80,TRUE,TRUE,5,TRUE,FALSE,FALSE,FALSE,1,0.354652511927413,0.925653030909598,0,0,0,0,0,5.33308747725597,5.33308747725597,"treat","1,1"
81,TRUE,TRUE,7,FALSE,FALSE,TRUE,FALSE,1,-0.0942690926402541,0.925653030909598,0,0,0,0,0,5.34262277006495,5.34262277006495,"treat","1,1"
82,TRUE,FALSE,6,FALSE,TRUE,FALSE,FALSE,1,-1.00805678918235,0.925653030909598,0,0,0,0,0,5.40027550388237,5.40027550388237,"treat","1,0"
83,TRUE,FALSE,6,FALSE,TRUE,FALSE,FALSE,1,-0.513358132383166,0.925653030909598,0,0,0,0,0,5.16655528056385,5.16655528056385,"treat","1,0"
84,TRUE,TRUE,5,TRUE,FALSE,FALSE,FALSE,1,0.098793129484802,0.925653030909598,0,0,0,0,0,5.51701936733678,5.51701936733678,"treat","1,1"
85,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.184647692332453,0.925653030909598,0,0,0,0,0,5.3086917444989,5.3086917444989,"treat","1,0"
86,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.47061069409099,5.47061069409099,"control","1,0"
87,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.0750756615264692,0.925653030909598,0,0,0,0,0,5.31539627191745,5.31539627191745,"treat","0,0"
88,TRUE,TRUE,6,FALSE,TRUE,FALSE,FALSE,1,-0.0249818451787823,0.925653030909598,0,0,0,0,0,5.3457636221354,5.3457636221354,"treat","1,1"
89,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.5830182845468,5.5830182845468,"control","0,0"
90,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.5356661317246,5.5356661317246,"control","0,0"
91,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.26078214710778,5.26078214710778,"control","1,0"
92,TRUE,FALSE,8,FALSE,FALSE,FALSE,TRUE,1,-0.128926335343842,0.925653030909598,0,0,0,0,0,5.19121288714199,5.19121288714199,"treat","1,0"
93,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.60406891212682,5.60406891212682,"control","1,0"
94,TRUE,TRUE,5,TRUE,FALSE,FALSE,FALSE,1,0.0397951448131745,0.925653030909598,0,0,0,0,0,5.1866373580183,5.1866373580183,"treat","1,1"
95,TRUE,FALSE,6,FALSE,TRUE,FALSE,FALSE,1,-0.0924051351185544,0.925653030909598,0,0,0,0,0,5.15979215073935,5.15979215073935,"treat","1,0"
96,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.0256628973085777,0.925653030909598,0,0,0,0,0,5.20967649823574,5.20967649823574,"treat","1,0"
97,TRUE,TRUE,7,FALSE,FALSE,TRUE,FALSE,1,-0.726634633502995,0.925653030909598,0,0,0,0,0,5.46197217481606,5.46197217481606,"treat","1,1"
98,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.43245145560587,5.43245145560587,"control","0,0"
99,TRUE,FALSE,6,FALSE,TRUE,FALSE,FALSE,1,-0.245846267449279,0.925653030909598,0,0,0,0,0,5.52963636576122,5.52963636576122,"treat","1,0"
100,TRUE,TRUE,6,FALSE,TRUE,FALSE,FALSE,1,-0.328196821642264,0.925653030909598,0,0,0,0,0,5.32672855833647,5.32672855833647,"treat","1,1"
101,TRUE,FALSE,6,FALSE,TRUE,FALSE,FALSE,1,-0.389260679553986,0.925653030909598,0,0,0,0,0,5.48252614373676,5.48252614373676,"treat","1,0"
102,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.51123412273036,5.51123412273036,"control","0,0"
103,TRUE,FALSE,6,FALSE,TRUE,FALSE,FALSE,1,-1.24407356165063,0.925653030909598,0,0,0,0,0,5.5453679979751,5.5453679979751,"treat","1,0"
104,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.355838759765381,0.925653030909598,0,0,0,0,0,5.47236279444769,5.47236279444769,"treat","0,0"
105,TRUE,TRUE,5,TRUE,FALSE,FALSE,FALSE,1,0.126489935257933,0.925653030909598,0,0,0,0,0,5.36678483227791,5.36678483227791,"treat","1,1"
106,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.79757000722971,5.79757000722971,"control","0,0"
107,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.48918894909833,5.48918894909833,"control","1,0"
108,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.0491538060458386,0.925653030909598,0,0,0,0,0,5.20502560713052,5.20502560713052,"treat","1,0"
109,TRUE,TRUE,8,FALSE,FALSE,FALSE,TRUE,1,-0.0724647043127366,0.925653030909598,0,0,0,0,0,5.1855287520837,5.1855287520837,"treat","1,1"
110,TRUE,TRUE,7,FALSE,FALSE,TRUE,FALSE,1,-0.277801995527468,0.925653030909598,0,0,0,0,0,5.0408763274283,5.0408763274283,"treat","1,1"
111,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.0155561523647784,0.925653030909598,0,0,0,0,0,5.49838169473814,5.49838169473814,"treat","1,0"
112,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.401380763263464,0.925653030909598,0,0,0,0,0,5.59027592946,5.59027592946,"treat","0,0"
113,TRUE,TRUE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.50100890060687,5.50100890060687,"control","1,1"
114,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.31633544677576,5.31633544677576,"control","1,0"
115,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.210462548846056,0.925653030909598,0,0,0,0,0,5.39795582526166,5.39795582526166,"treat","1,0"
116,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.0422953030637223,0.925653030909598,0,0,0,0,0,5.60099071470553,5.60099071470553,"treat","0,0"
117,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.41184593231659,5.41184593231659,"control","0,0"
118,TRUE,TRUE,8,FALSE,FALSE,FALSE,TRUE,1,-0.0344799718361676,0.925653030909598,0,0,0,0,0,5.33478775630294,5.33478775630294,"treat","1,1"
119,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.033698194428714,0.925653030909598,0,0,0,0,0,5.29400654708394,5.29400654708394,"treat","1,0"
120,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.37460064663952,5.37460064663952,"control","1,0"
121,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.0387471819628774,0.925653030909598,0,0,0,0,0,5.45240946344119,5.45240946344119,"treat","1,0"
122,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.0268979378382578,0.925653030909598,0,0,0,0,0,5.2841022394829,5.2841022394829,"treat","0,0"
123,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.34927828558396,5.34927828558396,"control","1,0"
124,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.1945741067072,0.925653030909598,0,0,0,0,0,5.41627256967824,5.41627256967824,"treat","1,0"
125,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.3648387831846,5.3648387831846,"control","1,0"
126,TRUE,FALSE,8,FALSE,FALSE,FALSE,TRUE,1,-0.101723742401157,0.925653030909598,0,0,0,0,0,5.26723519362647,5.26723519362647,"treat","1,0"
127,TRUE,TRUE,5,TRUE,FALSE,FALSE,FALSE,1,0.00822927477448926,0.925653030909598,0,0,0,0,0,5.25433326036142,5.25433326036142,"treat","1,1"
128,TRUE,TRUE,5,TRUE,FALSE,FALSE,FALSE,1,0.21436076688895,0.925653030909598,0,0,0,0,0,5.31157870930267,5.31157870930267,"treat","1,1"
129,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.182440179427389,0.925653030909598,0,0,0,0,0,5.60364632216632,5.60364632216632,"treat","0,0"
130,TRUE,TRUE,7,FALSE,FALSE,TRUE,FALSE,1,-0.637973576155015,0.925653030909598,0,0,0,0,0,5.32649207801845,5.32649207801845,"treat","1,1"
131,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.0515105239824849,0.925653030909598,0,0,0,0,0,5.53116679214779,5.53116679214779,"treat","0,0"
132,TRUE,TRUE,7,FALSE,FALSE,TRUE,FALSE,1,-0.817172165107593,0.925653030909598,0,0,0,0,0,5.4093792086538,5.4093792086538,"treat","1,1"
133,TRUE,TRUE,5,TRUE,FALSE,FALSE,FALSE,1,0.0683308809826013,0.925653030909598,0,0,0,0,0,5.23681443053613,5.23681443053613,"treat","1,1"
134,TRUE,TRUE,8,FALSE,FALSE,FALSE,TRUE,1,-0.0159413086323116,0.925653030909598,0,0,0,0,0,5.48808992730575,5.48808992730575,"treat","1,1"
135,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.460830486310362,0.925653030909598,0,0,0,0,0,5.35388058525854,5.35388058525854,"treat","1,0"
136,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.0779418795495206,0.925653030909598,0,0,0,0,0,5.77965945813655,5.77965945813655,"treat","0,0"
137,TRUE,TRUE,5,TRUE,FALSE,FALSE,FALSE,1,0.182136849305333,0.925653030909598,0,0,0,0,0,5.27559902700473,5.27559902700473,"treat","1,1"
138,TRUE,TRUE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.14980979048366,5.14980979048366,"control","1,1"
139,TRUE,FALSE,6,FALSE,TRUE,FALSE,FALSE,1,-0.185604433628615,0.925653030909598,0,0,0,0,0,5.48151494837401,5.48151494837401,"treat","1,0"
140,TRUE,TRUE,6,FALSE,TRUE,FALSE,FALSE,1,-0.497083597669067,0.925653030909598,0,0,0,0,0,5.26077360576301,5.26077360576301,"treat","1,1"
141,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.15818020032508,5.15818020032508,"control","1,0"
142,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.251067558573717,0.925653030909598,0,0,0,0,0,5.24110624377144,5.24110624377144,"treat","1,0"
143,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.589441579851016,0.925653030909598,0,0,0,0,0,5.66944611897768,5.66944611897768,"treat","0,0"
144,TRUE,TRUE,5,TRUE,FALSE,FALSE,FALSE,1,0.144077289918366,0.925653030909598,0,0,0,0,0,5.28955010561669,5.28955010561669,"treat","1,1"
145,TRUE,FALSE,6,FALSE,TRUE,FALSE,FALSE,1,-0.520712050333104,0.925653030909598,0,0,0,0,0,5.5726623365574,5.5726623365574,"treat","1,0"
146,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.120600093997663,0.925653030909598,0,0,0,0,0,5.50418803994503,5.50418803994503,"treat","1,0"
147,TRUE,FALSE,6,FALSE,TRUE,FALSE,FALSE,1,-0.831082442811679,0.925653030909598,0,0,0,0,0,5.131079169415,5.131079169415,"treat","1,0"
148,TRUE,TRUE,5,TRUE,FALSE,FALSE,FALSE,1,0.189227263874345,0.925653030909598,0,0,0,0,0,5.27377463113569,5.27377463113569,"treat","1,1"
149,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.36227060080695,5.36227060080695,"control","0,0"
150,TRUE,FALSE,6,FALSE,TRUE,FALSE,FALSE,1,-0.181549318348738,0.925653030909598,0,0,0,0,0,5.56722485815908,5.56722485815908,"treat","1,0"
151,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.0185812797023234,0.925653030909598,0,0,0,0,0,5.40048887364396,5.40048887364396,"treat","0,0"
152,TRUE,FALSE,6,FALSE,TRUE,FALSE,FALSE,1,-0.826932765869655,0.925653030909598,0,0,0,0,0,5.38776867075701,5.38776867075701,"treat","1,0"
153,TRUE,TRUE,5,TRUE,FALSE,FALSE,FALSE,1,0.0622688460677598,0.925653030909598,0,0,0,0,0,5.30305032883999,5.30305032883999,"treat","1,1"
154,TRUE,TRUE,5,TRUE,FALSE,FALSE,FALSE,1,0.293474560644337,0.925653030909598,0,0,0,0,0,5.38528599751104,5.38528599751104,"treat","1,1"
155,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.227679533530569,0.925653030909598,0,0,0,0,0,5.56761778201068,5.56761778201068,"treat","1,0"
156,TRUE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.0371787440257991,0.925653030909598,0,0,0,0,0,5.52510690301145,5.52510690301145,"treat","1,0"
157,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.48329222562518,5.48329222562518,"control","1,0"
158,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.38665829116014,5.38665829116014,"control","0,0"
159,TRUE,FALSE,6,FALSE,TRUE,FALSE,FALSE,1,-0.000926532886967051,0.925653030909598,0,0,0,0,0,5.61507128969577,5.61507128969577,"treat","1,0"
160,FALSE,FALSE,5,TRUE,FALSE,FALSE,FALSE,1,0.165861882616775,0.925653030909598,0,0,0,0,0,5.19658930672532,5.19658930672532,"treat","0,0"
161,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,0.925653030909598,0,0,0,0,0,5.59137317521702,5.59137317521702,"control","0,0"
